,index,alcoholName,sweetness,sourness,freshness,body,degree,sparkling,alcoholType,keyword,volume,price,manufacturer,ingredients,foodPairing,imageURL,detailPageUrl,docId
446,446,청춘,2.0,2.0,1.0,3,,0.0,,바디감     약주/청주 쌀,,,,,알코올 도수가 있어서 저녁에 반주로 먹으면 좋을 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595295-%EC%B2%AD%EC%B6%98_main.JPG,https://terms.naver.com/entry.naver?docId=3595295&cid=58637&categoryId=58648,3595295
447,447,초선의 꿈 (로제),1.0,3.0,,2,,0.0,,신맛   목넘김  탄닌감  과실주 포도  기념일,,,,,견과류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551521-%EC%B4%88%EC%84%A0%EC%9D%98%20%EA%BF%88%20%EB%A1%9C%EC%A0%9C_main.jpg,https://terms.naver.com/entry.naver?docId=3551521&cid=58637&categoryId=58653,3551521
448,448,추사40,,,,3,,0.0,,향기    바디감     증류주 사과  과일류,,,,,생굴과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681205-%EC%B6%94%EC%82%AC40_main.jpg,https://terms.naver.com/entry.naver?docId=5681205&cid=58637&categoryId=58654,5681205
449,449,추사 로제,2.0,3.0,2.0,1,,0.0,,신맛       과실주 사과,,,,,"사과가 들어간 파이, 과실 샐러드 등과 함께하면 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681206-%EC%B6%94%EC%82%AC%20%EB%A1%9C%EC%A0%9C_main.jpg,https://terms.naver.com/entry.naver?docId=5681206&cid=58637&categoryId=58654,5681206
450,450,추사백25,3.0,,,2,,0.0,,향기 단맛        증류주  과일류,,,,,"함께 먹기에 어울리는 음식으로 생갈비, 지리탕이 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598725-%EC%B6%94%EC%82%AC%EB%B0%B125_main.jpg,https://terms.naver.com/entry.naver?docId=6598725&cid=58637&categoryId=58654,6598725
451,451,추사블루,3.0,1.0,2.0,3,,0.0,,단맛   바디감     과실주 베리  이색전통주,,,,,블루베리나 사과로 만든 파이와 함께 먹으면 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595303-%EC%B6%94%EC%82%AC%EB%B8%94%EB%A3%A8_main.JPG,https://terms.naver.com/entry.naver?docId=3595303&cid=58637&categoryId=58654,3595303
452,452,추사 애플와인,3.0,1.0,2.0,3,,0.0,,단맛   바디감     과실주 사과  선물,,,,,닭 백숙과 함께 먹으면 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595302-%EC%B6%94%EC%82%AC%20%EC%95%A0%ED%94%8C%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=3595302&cid=58637&categoryId=58654,3595302
453,453,추성주,2.0,0.0,3.0,2,,0.0,,청량감      증류주 쌀 오미자 구기자  선물,,,,,육포와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551511-%EC%B6%94%EC%84%B1%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3551511&cid=58637&categoryId=58656,3551511
454,454,추시와인,3.0,2.0,2.0,3,,0.0,,단맛   바디감     기타주류,,,,,삼겹살 등 구운 고기류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804433-%EC%B6%94%EC%8B%9C%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804433&cid=58637&categoryId=58654,5804433
455,455,충주 백주,,,,3,,0.0,,향기    바디감     증류주 쌀,,,,,알코올 도수가 높아 바로 마시기 어렵다면 얼음이나 시원한 탄산수를 넣어 희석해서 마셔도 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040731-%EC%B6%A9%EC%A3%BC%20%EB%B0%B1%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6040731&cid=58637&categoryId=58653,6040731
456,456,컨츄리 산머루 와인 (드라이),1.0,3.0,,3,,0.0,,신맛  바디감 목넘김    과실주 머루,,,,,오리구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551517-%EC%BB%A8%EC%B8%84%EB%A6%AC%20%EC%82%B0%EB%A8%B8%EB%A3%A8%20%EC%99%80%EC%9D%B8%20%EB%93%9C%EB%9D%BC%EC%9D%B4_main.jpg,https://terms.naver.com/entry.naver?docId=3551517&cid=58637&categoryId=58653,3551517
457,457,컨츄리 산머루 와인 (스위트),2.0,3.0,,2,,0.0,,신맛       과실주 머루,,,,,삼겹살과 잘 맞는다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551516-%EC%BB%A8%EC%B8%84%EB%A6%AC%20%EC%82%B0%EB%A8%B8%EB%A3%A8%20%EC%99%80%EC%9D%B8%20%EC%8A%A4%EC%9C%84%ED%8A%B8_main.jpg,https://terms.naver.com/entry.naver?docId=3551516&cid=58637&categoryId=58653,3551516
458,458,컨츄리와인캠벨얼리스위트,3.0,1.0,,3,12,0.0,과실주,단맛   바디감 목넘김    과실주 포도,750ml,15000,컨츄리농원,국산포도원액,,,,legacy_458
459,459,"코이버펑크, 머스캣 베일리 에이",3.0,3.0,3.0,4,,0.0,,단맛 신맛 청량감 바디감     과실주 포도  베리류,,,,,"약간의 단맛의 여운이 길게 이어지는 특징으로 고추장, 된장 등 한국 장 요리와 잘 어울리는 와인이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598723-%EC%BD%94%EC%9D%B4%EB%B2%84%ED%8E%91%ED%81%AC%20%EB%A8%B8%EC%8A%A4%EC%BA%A3%20%EB%B2%A0%EC%9D%BC%EB%A6%AC%20%EC%97%90%EC%9D%B4_main.jpg,https://terms.naver.com/entry.naver?docId=6598723&cid=58637&categoryId=58657,6598723
460,460,코이버펑크샤르도네세미용블랜드,2.0,4.0,4.0,3,11,0.0,과실주,신맛 청량감 바디감     과실주 포도  베리류,750ml,65000,코이버펑크,와이너리재배포도,,,,legacy_460
461,461,"코이버펑크, 카베르네 소비뇽",1.0,2.0,2.0,3,,0.0,,바디감     과실주  베리류,,,,,"잘 익은 딸기, 라즈베리, 레드 커런트 등 붉은 과실이 특징이 뚜렷하고 토스트, 코코넛 새 오크의 특징이 잘 입혀져 복합성을 더한다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598719-%EC%BD%94%EC%9D%B4%EB%B2%84%ED%8E%91%ED%81%AC%20%EC%B9%B4%EB%B2%A0%EB%A5%B4%EB%84%A4%20%EC%86%8C%EB%B9%84%EB%87%BD_main.png,https://terms.naver.com/entry.naver?docId=6598719&cid=58637&categoryId=58657,6598719
462,462,쿨샷7.5,3.0,1.0,2.0,2,,0.0,,단맛        과실주 복분자  저도수,,,,,달콤한 케익 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681151-%EC%BF%A8%EC%83%B775_main.jpg,https://terms.naver.com/entry.naver?docId=5681151&cid=58637&categoryId=58655,5681151
463,463,크라테 레드와인 드라이,2.0,2.0,3.0,3,,0.0,,청량감 바디감     과실주 머루,,,,,"스테이크, 고기요리, 꼬치구이, 찜요리 등에 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804426-%ED%81%AC%EB%9D%BC%ED%85%8C%20%EB%A0%88%EB%93%9C%EC%99%80%EC%9D%B8%20%EB%93%9C%EB%9D%BC%EC%9D%B4_main.jpg,https://terms.naver.com/entry.naver?docId=5804426&cid=58637&categoryId=58657,5804426
464,464,크라테 레드와인 스위트,4.0,2.0,3.0,1,,0.0,,단맛  청량감      과실주 머루,,,,,양념된 두부조림 등의 음식들과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804428-%ED%81%AC%EB%9D%BC%ED%85%8C%20%EB%A0%88%EB%93%9C%EC%99%80%EC%9D%B8%20%EC%8A%A4%EC%9C%84%ED%8A%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804428&cid=58637&categoryId=58657,5804428
465,465,크라테 로제와인,4.0,1.0,3.0,3,,0.0,,단맛  청량감 바디감   탄닌감  과실주 머루,,,,,약간 단맛이 있는 불고기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804425-%ED%81%AC%EB%9D%BC%ED%85%8C%20%EB%A1%9C%EC%A0%9C%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804425&cid=58637&categoryId=58657,5804425
466,466,타미앙스,1.0,1.0,2.0,4,,0.0,,바디감     증류주 쌀 오미자 구기자  선물,,,,,옥돔구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551506-%ED%83%80%EB%AF%B8%EC%95%99%EC%8A%A4_main.jpg,https://terms.naver.com/entry.naver?docId=3551506&cid=58637&categoryId=58656,3551506
467,467,톡 쏘는 알밤동동,4.0,1.0,3.0,3,,0.0,,단맛  청량감 바디감     기타주류 쌀 밤,,,,,특별한 안주 없이 술만 마셔도 맛있게 먹을 수 있는 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551490-%ED%86%A1%20%EC%8F%98%EB%8A%94%20%EC%95%8C%EB%B0%A4%EB%8F%99%EB%8F%99_main.jpg,https://terms.naver.com/entry.naver?docId=3551490&cid=58637&categoryId=58651,3551490
468,468,톡 한잔 골드,3.0,,,4,,0.0,,향기 단맛   바디감     기타주류 쌀 보리,,,,,새우 깐풍기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595246-%ED%86%A1%20%ED%95%9C%EC%9E%94%20%EA%B3%A8%EB%93%9C_main.JPG,https://terms.naver.com/entry.naver?docId=3595246&cid=58637&categoryId=58656,3595246
469,469,톡 한잔 소주,2.0,,,3,,0.0,,바디감     증류주 쌀 보리,,,,,"황태전골, 두부전골 등 국물요리와 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595245-%ED%86%A1%20%ED%95%9C%EC%9E%94%20%EC%86%8C%EC%A3%BC_main.JPG,https://terms.naver.com/entry.naver?docId=3595245&cid=58637&categoryId=58656,3595245
470,470,티나Tina,,,,5,16,0.0,기타주류,향기    바디감 목넘김    기타주류  이색전통주,750ml,54000,추성고을,"딸기추출물,죽력,정제수,주정,액상과당,구연산,딸기향,망고향",,,,legacy_470
471,471,펀치 쌀 바나나,3.0,1.0,2.0,4,,1.0,,단맛   바디감    탄산 기타주류 쌀,,,,,달콤한 디저트 음식과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595259-%ED%8E%80%EC%B9%98%20%EC%8C%80%20%EB%B0%94%EB%82%98%EB%82%98_main.jpg,https://terms.naver.com/entry.naver?docId=3595259&cid=58637&categoryId=58655,3595259
472,472,편백숲 산소막걸리,3.0,3.0,3.0,3,,0.0,,단맛 신맛 청량감 바디감     탁주 쌀 사과  저도수,,,,,청량감과 산미의 조화가 기름진 전이나 고기류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040763-%ED%8E%B8%EB%B0%B1%EC%88%B2%20%EC%82%B0%EC%86%8C%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=6040763&cid=58637&categoryId=58656,6040763
473,473,편백숲 산소막걸리 딸기스파클링,3.0,2.0,5.0,3,,1.0,,단맛  청량감 바디감    탄산 탁주 쌀 찹쌀  이색전통주,,,,,수육 등 약간의 기름진 음식들과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040705-%ED%8E%B8%EB%B0%B1%EC%88%B2%20%EC%82%B0%EC%86%8C%EB%A7%89%EA%B1%B8%EB%A6%AC%20%EB%94%B8%EA%B8%B0%EC%8A%A4%ED%8C%8C%ED%81%B4%EB%A7%81_main.jpg,https://terms.naver.com/entry.naver?docId=6040705&cid=58637&categoryId=58656,6040705
474,474,편백숲 산소막걸리 순수령,3.0,1.0,1.0,4,,0.0,,단맛   바디감     탁주 쌀 찹쌀  홈술,,,,,식사 후 호두나 땅콩 등과 함께하기 좋은 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040706-%ED%8E%B8%EB%B0%B1%EC%88%B2%20%EC%82%B0%EC%86%8C%EB%A7%89%EA%B1%B8%EB%A6%AC%20%EC%88%9C%EC%88%98%EB%A0%B9_main.jpg,https://terms.naver.com/entry.naver?docId=6040706&cid=58637&categoryId=58656,6040706
475,475,평창 머루주,1.0,3.0,1.0,4,,0.0,,신맛  바디감     과실주 머루,,,,,삼합이 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595318-%ED%8F%89%EC%B0%BD%20%EB%A8%B8%EB%A3%A8%EC%A3%BC_main.JPG,https://terms.naver.com/entry.naver?docId=3595318&cid=58637&categoryId=58652,3595318
476,476,평창 오디주,1.0,3.0,1.0,3,,0.0,,신맛  바디감     과실주 오디,,,,,감자전과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595320-%ED%8F%89%EC%B0%BD%20%EC%98%A4%EB%94%94%EC%A3%BC_main.JPG,https://terms.naver.com/entry.naver?docId=3595320&cid=58637&categoryId=58652,3595320
477,477,포엠 레드 드라이와인,2.0,3.0,2.0,4,,0.0,,신맛  바디감     과실주 포도 머루,,,,,"기존의 레드와인이 가진 육류와 잘 어울리는 정체성을 가지고 있어서 스테이크, 한우 등심구이, 생선요리로는 메로구이, 삼치구이와도 잘 어울리는 맛이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040777-%ED%8F%AC%EC%97%A0%20%EB%A0%88%EB%93%9C%20%EB%93%9C%EB%9D%BC%EC%9D%B4%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=6040777&cid=58637&categoryId=58653,6040777
478,478,포엠 레드 스위트와인,4.0,3.0,3.0,3,,0.0,,단맛 신맛 청량감 바디감     과실주 포도,,,,,와인을 어려워하는 초심자에게 잘 어울리는 제품으로 기존의 레드와인보다는 다소 칠링을 해서 즐기면 더욱 맛있게 마실 수 있는 맛이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040778-%ED%8F%AC%EC%97%A0%20%EB%A0%88%EB%93%9C%20%EC%8A%A4%EC%9C%84%ED%8A%B8%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=6040778&cid=58637&categoryId=58653,6040778
479,479,포엠로제와인,4.0,3.0,3.0,3,12,0.0,과실주,단맛 신맛 청량감 바디감     과실주 포도,750ml,35000,갈기산포도농원(주)농업회사법인,포도,,,,legacy_479
480,480,포엠 화이트와인,4.0,4.0,4.0,3,,0.0,,단맛 신맛 청량감 바디감     과실주 포도  과일류,,,,,"주로 바닷가 요리와 잘 어울릴 수 있으며, 담백한 광어, 우럭 및 조개찜 등과도 좋은 조합을 보일 것이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040775-%ED%8F%AC%EC%97%A0%20%ED%99%94%EC%9D%B4%ED%8A%B8%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=6040775&cid=58637&categoryId=58653,6040775
481,481,풍남문,2.0,3.0,4.0,2,,0.0,,신맛 청량감      기타주류 보리,,,,,생맥주 대신 즐길 수 있는 다양한 기름진 요리와 충분히 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804513-%ED%92%8D%EB%82%A8%EB%AC%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804513&cid=58637&categoryId=58655,5804513
482,482,풍정사계 동(冬),2.0,,,3,,0.0,,향기    바디감     증류주  선물,,,,,찐 생선과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595324-%ED%92%8D%EC%A0%95%EC%82%AC%EA%B3%84%20%EB%8F%99_main.jpg,https://terms.naver.com/entry.naver?docId=3595324&cid=58637&categoryId=58653,3595324
483,483,풍정사계 추(秋),1.0,2.0,1.0,4,,0.0,,바디감     탁주  선물,,,,,홍어삼합과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595323-%ED%92%8D%EC%A0%95%EC%82%AC%EA%B3%84%20%EC%B6%94_main.JPG,https://terms.naver.com/entry.naver?docId=3595323&cid=58637&categoryId=58653,3595323
484,484,풍정사계 춘(春),2.0,1.0,1.0,3,,0.0,,바디감     약주/청주  선물,,,,,불고기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595321-%ED%92%8D%EC%A0%95%EC%82%AC%EA%B3%84%20%EC%B6%98_main.JPG,https://terms.naver.com/entry.naver?docId=3595321&cid=58637&categoryId=58653,3595321
485,485,풍정사계 하(夏),4.0,1.0,1.0,3,,0.0,,단맛   바디감     약주/청주,,,,,도수가 높아 기름진 중국음식과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595322-%ED%92%8D%EC%A0%95%EC%82%AC%EA%B3%84%20%ED%95%98_main.JPG,https://terms.naver.com/entry.naver?docId=3595322&cid=58637&categoryId=58653,3595322
486,486,하향주,3.0,3.0,1.0,4,,0.0,,단맛 신맛  바디감     약주/청주 쌀 찹쌀,,,,,찜 닭과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804450-%ED%95%98%ED%96%A5%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5804450&cid=58637&categoryId=58647,5804450
487,487,하향주 증류주,,,,4,,0.0,,향기    바디감 목넘김    증류주 쌀 찹쌀,,,,,찜닭과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804449-%ED%95%98%ED%96%A5%EC%A3%BC%20%EC%A6%9D%EB%A5%98%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5804449&cid=58637&categoryId=58647,5804449
488,488,한비 동충하초술,,,,4,,0.0,,향기    바디감     기타주류 쌀 오가피,,,,,삼계탕과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681168-%ED%95%9C%EB%B9%84%20%EB%8F%99%EC%B6%A9%ED%95%98%EC%B4%88%EC%88%A0_main.jpg,https://terms.naver.com/entry.naver?docId=5681168&cid=58637&categoryId=58653,5681168
489,489,한비 무병장수술,,,,4,,0.0,,향기    바디감     기타주류 쌀 오미자 복분자 구기자 삼 산수유 오가피  삼(蔘)류,,,,,추어탕과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681169-%ED%95%9C%EB%B9%84%20%EB%AC%B4%EB%B3%91%EC%9E%A5%EC%88%98%EC%88%A0_main.jpg,https://terms.naver.com/entry.naver?docId=5681169&cid=58637&categoryId=58653,5681169
490,490,한비 쌀소주,,,,2,,0.0,,목넘김    증류주 쌀,,,,,백숙과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681166-%ED%95%9C%EB%B9%84%20%EC%8C%80%EC%86%8C%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681166&cid=58637&categoryId=58653,5681166
491,491,한비 오가피술,,,,3,,0.0,,바디감     기타주류 쌀 오가피,,,,,탕수육 등 기름진 중국음식과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681167-%ED%95%9C%EB%B9%84%20%EC%98%A4%EA%B0%80%ED%94%BC%EC%88%A0_main.jpg,https://terms.naver.com/entry.naver?docId=5681167&cid=58637&categoryId=58653,5681167
492,492,한산소곡주,3.0,1.0,,4,18,0.0,약주/청주,단맛   바디감 목넘김    약주/청주 쌀 찹쌀 생강  선물,360ml,6500,한산소곡주,"찹쌀,누룩,백미,정제수,야국,메주콩,생강,홍고추",,,,legacy_492
493,493,한스오차드 사과와인,4.0,3.0,2.0,2,,0.0,,단맛 신맛       과실주 사과  홈술,,,,,단맛이 있어 식중주보다는 치즈 및 과일 안주하고 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681187-%ED%95%9C%EC%8A%A4%EC%98%A4%EC%B0%A8%EB%93%9C%20%EC%82%AC%EA%B3%BC%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5681187&cid=58637&categoryId=58657,5681187
494,494,한시울,,,,4,,0.0,,향기    바디감 목넘김    증류주 쌀,,,,,"향을 즐기기 위해 자극적인 음식보다는 담백한 음식도 잘 어울리며, 높은 알코올 도수를 가진 만큼 연포탕, 소고기 전골 등 국물 있는 음식이 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804458-%ED%95%9C%EC%8B%9C%EC%9A%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804458&cid=58637&categoryId=58653,5804458
495,495,한주,,,,3,,0.0,,향기    바디감 목넘김    증류주 쌀 밀,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687184-%ED%95%9C%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5687184&cid=58637&categoryId=58651,5687184
496,496,해미읍성 딸기와인,3.0,2.0,1.0,3,,0.0,,단맛   바디감     과실주,,,,,우리가 일상적으로 먹는 '집밥'에 반주로 매우 적합한 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804442-%ED%95%B4%EB%AF%B8%EC%9D%8D%EC%84%B1%20%EB%94%B8%EA%B8%B0%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804442&cid=58637&categoryId=58654,5804442
497,497,해미읍성 매실와인,5.0,1.0,2.0,4,,0.0,,단맛   바디감     과실주,,,,,디저트 와인으로 적격이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804441-%ED%95%B4%EB%AF%B8%EC%9D%8D%EC%84%B1%20%EB%A7%A4%EC%8B%A4%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804441&cid=58637&categoryId=58654,5804441
498,498,해미읍성 모과와인,3.0,2.0,2.0,3,,0.0,,단맛   바디감     과실주,,,,,우리가 일상적으로 먹는 '집밥'에 반주로 매우 적합한 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804439-%ED%95%B4%EB%AF%B8%EC%9D%8D%EC%84%B1%20%EB%AA%A8%EA%B3%BC%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804439&cid=58637&categoryId=58654,5804439
499,499,해미읍성 살구와인,3.0,2.0,2.0,3,,0.0,,단맛   바디감     과실주,,,,,양념 갈비와 함께 마시면 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804440-%ED%95%B4%EB%AF%B8%EC%9D%8D%EC%84%B1%20%EC%82%B4%EA%B5%AC%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804440&cid=58637&categoryId=58654,5804440
500,500,해방주 18.8%,,,,2,,0.0,,증류주 쌀  저도수,,,,,기름기 있는 전과 아주 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804480-%ED%95%B4%EB%B0%A9%EC%A3%BC%20188_main.jpg,https://terms.naver.com/entry.naver?docId=5804480&cid=58637&categoryId=58657,5804480
